episode,step,validation_window_steps,max_bottomhole_or_simulated_pressure_mpa,max_net_pressure_mpa,max_abnormal_probability,max_sand_plug_probability,max_posterior_error,unsafe_within_180s,uncertain_within_180s
0,0,3,75.74655967785002,16.079783543454468,0.27846950621137545,0.06460501004184081,0.4601969826149109,False,True
3,0,3,66.96049125170433,12.91864204974066,0.09830392193454009,0.06665067853884175,2.8898448033310316,False,True
3,1,3,67.96340771421586,14.380223362169842,0.10388052222852244,0.06775679378804521,2.8898448033310316,False,True
3,2,3,67.96340771421586,15.180644458176749,0.10388052222852244,0.06775679378804521,2.8898448033310316,False,True
