episode,step,reward,flow_m3_min,sand_ratio_percent,action_clipped,simulated_pressure_mpa,simulated_half_length_m,bottomhole_pressure_mpa,net_pressure_mpa,posterior_error,abnormal_probability,sand_plug_probability,unsafe,unsafe_reasons,uncertain,uncertainty_reasons,severe_pressure_violation,segment_id,scenario_name,integrated_reward,effectiveness_reward,pressure_safety_penalty,abnormal_risk_penalty,construction_cost_penalty,response_model,condition_probability_source,prior_total_half_length_m,observed_total_half_length_m,posterior_total_half_length_m,mean_abs_kalman_gain,posterior_eprime_gpa,posterior_leakoff_m_sqrt_s,posterior_viscosity_pa_s,posterior_min_stress_mpa,cumulative_injected_volume_m3,current_total_rate_m3_s,pkn_update_skipped,surrogate_ood_score,surrogate_future_surface_pressure_mpa,surrogate_future_surface_pressure_max_mpa,high_level_option,high_level_option_id,option_age
0,0,-0.9817375745136759,5.036788582801819,3.5858582019805905,False,71.34967950951835,136.38936152586336,71.34967950951835,12.05055890220447,0.4601969826149109,0.20682654458296063,0.05792099081903698,False,,True,posterior_error,False,FDBH15,historical_real,-1.2931577761216333,0.0,0.0,1.0589901416079903,0.234167634513643,learned_action_response_plus_pkn_enkf,real_segment_action_response_surrogate,153.82158592069152,124.2889420637032,136.38936152586336,0.010424994972364607,31.88809755044227,1.027018815899005e-05,0.0972115362789513,59.29912060731388,15.036788582801819,0.08394647638003032,False,0.0,61.775194491709435,65.3927835149106,grow,1,1
0,1,-0.7040055932866278,7.976285815238953,5.6024795979261395,False,73.21447851848168,220.9977449342414,73.21447851848168,14.307420329539145,0.26056257994041543,0.20263865429861383,0.06460501004184081,False,,False,,False,FDBH15,historical_real,-1.0158593612055624,0.3943742005958455,0.0,1.0689746573618186,0.3412589044395893,learned_action_response_plus_pkn_enkf,real_segment_action_response_surrogate,201.7844360316256,219.4732683383104,220.9977449342414,0.0063703707650662605,31.813785553556865,9.613313719899835e-06,0.10057554038347245,58.907058188942536,23.01307439804077,0.1329380969206492,False,0.0,61.886577598678734,65.41532443226136,grow,1,2
0,2,-1.440575824917558,10.712316989898682,7.640503233671188,False,75.74655967785002,313.69595326882455,75.74655967785002,16.079783543454468,0.2945069192120489,0.27846950621137545,0.06272647963684234,False,,False,,False,FDBH15,historical_real,-1.7537969962511744,0.05493080787951077,0.0,1.3647839433928712,0.4439438607378139,learned_action_response_plus_pkn_enkf,real_segment_action_response_surrogate,305.9676325279902,310.9102481282836,313.69595326882455,0.005515860764350745,31.705357407483465,9.401216540270287e-06,0.09752427455067664,59.666776134395555,33.72539138793945,0.17853861649831135,False,0.0,61.98083736305644,65.44532443226136,grow,1,3
0,3,-0.15746780292821477,13.317871868610382,9.659813767671585,False,76.63597083663365,425.6204915147599,76.63597083663365,17.307666076264574,0.11804143443869695,0.3729615089038175,0.06396662448069394,False,,False,,False,FDBH15,historical_real,-0.4719292691139736,1.8195856556130305,0.0,1.747712533538046,0.5438023911889582,learned_action_response_plus_pkn_enkf,real_segment_action_response_surrogate,408.81525630844527,449.5664657871811,425.6204915147599,0.0038130134045258955,32.05192213768903,8.94028899466522e-06,0.09370552953452191,59.32830476036907,47.043263256549835,0.22196453114350637,False,0.0,61.62510925694475,65.20613070747893,grow,1,4
0,4,-0.20912391523774265,13.768340468406677,10.66503503024578,False,76.52168867282164,530.7819172740217,76.52168867282164,17.138649787195263,0.1313634055260343,0.36784735911483846,0.05629062954301067,False,,False,,False,FDBH15,historical_real,-0.5590537497896112,1.686365944739657,0.0,1.6965519546313965,0.5488677398978717,learned_action_response_plus_pkn_enkf,real_segment_action_response_surrogate,517.1728618312454,545.9525351910413,530.7819172740217,0.0030049990505809127,32.03139046832952,8.642034057930617e-06,0.08400021422410162,59.38303888562638,60.81160372495651,0.22947234114011128,False,0.0,61.5050665133195,65.24988748401191,divert,2,1
0,5,-8.225024883445602,14.120345652103424,11.666305376589298,False,76.32767172216319,594.4019729659166,76.32767172216319,17.319369146174516,0.09486278975008972,0.46240169721374635,0.049535753997849395,True,abnormal_probability,False,,False,FDBH15,historical_real,-0.5762588864294628,2.0513721024991027,0.0,2.047749804846383,0.5798811840821826,learned_action_response_plus_pkn_enkf,real_segment_action_response_surrogate,617.9759944542056,559.7182393553046,594.4019729659166,0.0025117251351190173,30.786434177382898,9.039711900402392e-06,0.0962576633206134,59.00830257598867,74.93194937705994,0.23533909420172375,False,0.0,61.529103468197945,65.2698874840119,divert,2,2
0,6,-0.054242892551375044,11.772791884839535,10.136820635199546,True,74.7796547162282,658.1705170011356,74.7796547162282,16.454709550295465,0.04568708313691567,0.37934379498721615,0.03348697516368387,False,,False,,False,FDBH15,historical_real,0.37351988981106343,2.5431291686308435,0.0,1.6513230806036001,0.5182861982161799,learned_action_response_plus_pkn_enkf,real_segment_action_response_surrogate,659.1827361956805,655.6647146470116,658.1705170011356,0.002567364464079784,30.765948214109844,9.042232891991803e-06,0.09750911596262032,58.324945165932725,86.70474126189947,0.1962131980806589,False,0.0,62.094086216739214,65.54176164865176,safe,3,1
0,7,0.44334717751581393,9.652115918695927,8.412276920303702,True,73.85841577693469,714.7684344340407,73.85841577693469,15.215018003053316,0.04880401923885674,0.2792509831212331,0.02235255898914248,False,,False,,False,FDBH15,historical_real,0.8714091306038838,2.5119598076114324,0.0,1.2064141684415022,0.43413650856604646,learned_action_response_plus_pkn_enkf,real_segment_action_response_surrogate,707.3160085414611,736.7172288358411,714.7684344340407,0.0022845765237186413,31.08261034783076,8.887120231964614e-06,0.09730187194428692,58.64339777388137,96.3568571805954,0.1608685986449321,False,0.0,62.32128662961824,65.56567782522731,safe,3,2
0,8,0.7803591233137135,7.555320329964161,6.6163907706737515,True,72.72490706210968,754.5910146913708,72.72490706210968,13.310967114003006,0.04386145513833236,0.23601643036023395,0.014806787796174243,False,,False,,False,FDBH15,historical_real,1.2090588664180015,2.5613854486166763,0.0,1.0032928726256327,0.34903370957304203,learned_action_response_plus_pkn_enkf,real_segment_action_response_surrogate,749.378919999204,758.5733868504954,754.5910146913708,0.0022919511184786696,30.8988304387365,8.796299318395133e-06,0.09637700190358493,59.41393994810667,103.91217751055956,0.1259220054994027,False,0.0,62.21752031137279,65.51674049872919,safe,3,3
0,9,0.8039033018360292,5.496779657900333,4.759516192041337,True,69.70709729723889,779.5484085448126,69.70709729723889,10.24555140389079,0.08553917612125218,0.15229348646072388,0.009882289251024242,False,,False,,False,FDBH15,historical_real,1.2329858140864633,2.144608238787478,0.0,0.6487031028469925,0.2629193218540222,learned_action_response_plus_pkn_enkf,real_segment_action_response_surrogate,775.6845458235482,800.8450208596965,779.5484085448126,0.0020978611923326007,31.04732545554199,8.685162917719206e-06,0.10157700339514553,59.461545893348095,109.40895716845989,0.09161299429833888,False,0.0,61.211347214675115,66.39014373372301,safe,3,4
0,10,1.5206803848700774,3.4872897937893867,2.867066528089344,True,64.37801452110958,797.032703103045,64.37801452110958,4.836381509131733,0.0448783625870727,0.09811380896785002,0.008126377214138066,False,,False,,False,FDBH15,historical_real,1.9497485582749945,2.551216374129273,0.0,0.4249607447279523,0.17650707112632633,learned_action_response_plus_pkn_enkf,real_segment_action_response_surrogate,787.8092443212078,823.3240648642259,797.032703103045,0.0019949696314683985,30.947346749105,8.523185557634082e-06,0.10276125916901582,59.54163301197784,112.89624696224928,0.05812149656315645,False,0.0,59.29220133662785,62.87631180044494,safe,3,5
0,11,0.9891640951050498,1.6885560772167603,1.0043954454133581,True,60.26762748617652,797.7608216593135,60.26762748617652,0.49642607579980813,0.12004323080118655,0.06394171311661162,0.008733711679351787,False,,False,,False,FDBH15,historical_real,1.415976434024543,1.7995676919881345,0.0,0.29070169918385363,0.09288955877973792,learned_action_response_plus_pkn_enkf,real_segment_action_response_surrogate,794.8058755783923,740.5158953591783,797.7608216593135,0.0018361502318305159,30.193458729337387,8.741939404064906e-06,0.10364958283656558,59.77120141037671,114.58480303946604,0.028142601286946005,False,0.0,55.31362220364834,55.62018772457708,safe,3,6
0,12,2.0932340610448206,4.470438363288538,2.3843140095243527,False,67.62902120169014,801.4050099743224,67.62902120169014,8.034056668393939,0.04347195295992051,0.10275582311581256,0.04916745271249172,False,,False,,False,FDBH15,historical_real,1.7730871323099282,2.5652804704007948,0.0,0.6076931033132171,0.18450023477764949,learned_action_response_plus_pkn_enkf,real_segment_action_response_surrogate,792.7248948026524,779.3752011075768,801.4050099743224,0.0014719520960378885,30.610448256511983,8.736915927584988e-06,0.10458698855957282,59.5949645332962,119.05524140275458,0.07450730605480896,False,0.0,60.01849902482941,64.2191094083258,grow,1,1
0,13,1.7742131693039673,6.790233375762597,4.029592809803255,False,70.26289519287795,817.6371629881111,70.26289519287795,10.815922072581602,0.06397261940240803,0.10156652543059208,0.057791387996759896,False,,False,,False,FDBH15,historical_real,1.4531104041318064,2.3602738059759196,0.0,0.6374316537094079,0.2697317481347055,learned_action_response_plus_pkn_enkf,real_segment_action_response_surrogate,815.0308518779639,807.6168317070762,817.6371629881111,0.001061701119250978,30.385423236349006,8.724873808415004e-06,0.10363076276379479,59.44697312029634,125.84547477851717,0.11317055626270994,False,0.0,59.821696262566554,63.816125653587875,grow,1,2
0,14,1.5371414578608942,8.996597754095689,5.694717609859474,False,71.68447778440228,832.1088277091352,71.68447778440228,12.38419445968638,0.07718930998354577,0.10406092602159892,0.06076822794447108,False,,False,,False,FDBH15,historical_real,1.2152615061580607,2.2281069001645424,0.0,0.65931661586428,0.3535287781422017,learned_action_response_plus_pkn_enkf,real_segment_action_response_surrogate,854.2475246650619,793.3030008677467,832.1088277091352,0.0009955930712774706,30.240581998170118,8.958313115349593e-06,0.10122076895657986,59.300283324715906,134.84207253261286,0.1499432959015948,False,0.0,59.214827772477896,62.73600545070342,grow,1,3
0,15,1.4981706366273604,11.101840751503602,7.379083660967119,False,73.29563735358454,893.4301433303684,73.29563735358454,14.078665120459277,0.06454382586997041,0.12308047915438619,0.06267343124630431,False,,False,,False,FDBH15,historical_real,1.1756094116855982,2.3545617413002957,0.0,0.743015641602762,0.4359366880119355,learned_action_response_plus_pkn_enkf,real_segment_action_response_surrogate,877.6117812285722,908.2123714728817,893.4301433303684,0.0009722425975403574,29.741950823724313,8.811546444926738e-06,0.10415700804523174,59.21697223312527,145.94391328411646,0.1850306791917267,False,0.0,59.22283990330925,62.502193246204335,grow,1,4
