sequence_index,phase,time_s,cluster_id,observed_liquid_share,prior_liquid_share,posterior_liquid_share,observed_sand_share,prior_sand_share,posterior_sand_share,prior_half_length_m,posterior_half_length_m,fiber_liquid_allocation,posterior_cluster_factor,posterior_sand_transport_factor,allocation_source
38,calibration,2856.0,5,0.04685860373132435,0.04685860373132435,0.04685860373132435,0.16666666666666666,0.04001503076734182,0.04001969647223514,119.91356644082794,119.97648802886332,9.324887454997495e-05,1.0,1.0,fiber_incremental_liquid_weight
39,calibration,2932.0,0,0.05338777387406449,0.05338777387406449,0.05338777387406449,0.026578367394052952,0.048146747864461624,0.048167180555441357,139.62940083633904,140.67666892949015,0.04116323936533366,1.0,1.0,fiber_incremental_liquid_weight
39,calibration,2932.0,1,0.07446158179163813,0.07446158179163813,0.07446158179163813,0.0038145500522118216,0.06621841341431764,0.0662922944272398,169.7702439908471,171.0435786799108,0.0030534273838699875,1.0,1.0,fiber_incremental_liquid_weight
39,calibration,2932.0,2,0.09630895629676671,0.09630895629676671,0.09630895629676671,0.10149763369044967,0.09871223439976466,0.09870529929934997,196.3131849464857,197.78560073877503,0.18926036390115364,1.0,1.0,fiber_incremental_liquid_weight
39,calibration,2932.0,3,0.6747283762819224,0.6747283762819224,0.6747283762819224,0.8332765132703928,0.6940175811780392,0.6938851230276656,652.0187667708623,656.9091297351438,0.6704930638961812,1.0,1.0,fiber_incremental_liquid_weight
39,calibration,2932.0,4,0.05844200083121932,0.05844200083121932,0.05844200083121932,0.033006192939458445,0.057363838666949024,0.0573716873032553,145.28540694195107,146.37509700850893,0.09289339060904718,1.0,1.0,fiber_incremental_liquid_weight
39,calibration,2932.0,5,0.04267131092438904,0.04267131092438904,0.04267131092438904,0.001826742653434303,0.03554118447646771,0.03557841538704801,120.8474371788285,121.7538341434965,0.003136514844414173,1.0,1.0,fiber_incremental_liquid_weight
40,calibration,3007.0,0,0.05227683465535348,0.05227683465535348,0.05227683465535348,0.03431358692764048,0.04431180038290469,0.04432587548030937,147.17791124985445,147.64195299453002,0.015501659799009622,1.0,1.0,fiber_incremental_liquid_weight
40,calibration,3007.0,1,0.0686505118488107,0.0686505118488107,0.0686505118488107,0.004566212627101492,0.05849505255689165,0.05852351847566013,172.49424564745917,173.03810803833696,0.0021467891990069846,1.0,1.0,fiber_incremental_liquid_weight
40,calibration,3007.0,2,0.09808718599173104,0.09808718599173104,0.09808718599173104,0.10602353377482246,0.09347311976622531,0.09349222123826487,211.78240616844954,212.45014140409344,0.06164054143279295,1.0,1.0,fiber_incremental_liquid_weight
40,calibration,3007.0,3,0.6828821858236818,0.6828821858236818,0.6828821858236818,0.8042396750000848,0.7182221667262065,0.7181333178331611,700.9266400903688,703.1366131644188,0.8834325567960065,1.0,1.0,fiber_incremental_liquid_weight
40,calibration,3007.0,4,0.05872179269958664,0.05872179269958664,0.05872179269958664,0.04815808129746695,0.05386031589149915,0.053873135092831446,155.45990533579513,155.95005963331502,0.034776821409282795,1.0,1.0,fiber_incremental_liquid_weight
40,calibration,3007.0,5,0.039381488980836356,0.039381488980836356,0.039381488980836356,0.0026989103728838086,0.03163754467627284,0.03165193187977312,122.86533710454378,123.25272298946338,0.0025016313639010675,1.0,1.0,fiber_incremental_liquid_weight
41,calibration,3082.0,0,0.05431513904218566,0.05431513904218566,0.05431513904218566,0.052888629386617016,0.04130680476132229,0.04131510365760647,159.38305955673454,159.74377411465096,0.015736907183128604,1.0,1.0,fiber_incremental_liquid_weight
41,calibration,3082.0,1,0.06363545357864092,0.06363545357864092,0.06363545357864092,0.004211362628978525,0.052308089935951915,0.05232517505969159,174.3213191046232,174.71584182072053,0.002657519008247987,1.0,1.0,fiber_incremental_liquid_weight
41,calibration,3082.0,2,0.09671253955083411,0.09671253955083411,0.09671253955083411,0.09524605930211047,0.08920966371735356,0.08922143571741745,222.13744915622306,222.64018898310246,0.06268849434153727,1.0,1.0,fiber_incremental_liquid_weight
41,calibration,3082.0,3,0.6919749550224058,0.6919749550224058,0.6919749550224058,0.8027194947284859,0.7369144819234154,0.7368628557949182,747.8929444826562,749.5855702459472,0.8656897190943854,1.0,1.0,fiber_incremental_liquid_weight
41,calibration,3082.0,4,0.056808173637442796,0.056808173637442796,0.056808173637442796,0.042205956234292,0.051598102684182204,0.05160435634955137,161.20937329462072,161.57422115223918,0.049036906248258086,1.0,1.0,fiber_incremental_liquid_weight
41,calibration,3082.0,5,0.03655373916849062,0.03655373916849062,0.03655373916849062,0.002728497719516086,0.028662856977774695,0.028671073420815027,124.28492855245679,124.56620928067942,0.004190454124442708,1.0,1.0,fiber_incremental_liquid_weight
42,validation,3157.0,0,0.053115078548013686,0.053115078548013686,0.053115078548013686,0.04834692634592396,0.041578363171238475,0.04157764774892309,165.65999122374848,165.96374583205085,0.08219132530924564,1.0,1.0,fiber_incremental_liquid_weight
42,validation,3157.0,1,0.059248832469966886,0.059248832469966886,0.059248832469966886,0.0036507765659148307,0.04719607051747602,0.04721000914327145,175.85340159192853,176.17584686507266,0.002563264166802085,1.0,1.0,fiber_incremental_liquid_weight
42,validation,3157.0,2,0.09213177299024433,0.09213177299024433,0.09213177299024433,0.0747147954620843,0.08481262411680482,0.0848246053066202,227.15672768519266,227.5732428759249,0.050435673457193436,1.0,1.0,fiber_incremental_liquid_weight
42,validation,3157.0,3,0.7074861156859756,0.7074861156859756,0.7074861156859756,0.836954724955829,0.7519548504126482,0.7519138370810322,798.9392378252963,800.4041749742742,0.8369733147915117,1.0,1.0,fiber_incremental_liquid_weight
42,validation,3157.0,4,0.053963913310377164,0.053963913310377164,0.053963913310377164,0.033950505189909275,0.048513694544447435,0.04852209358915527,164.57236922028892,164.87412956194186,0.02562407131448452,1.0,1.0,fiber_incremental_liquid_weight
42,validation,3157.0,5,0.03405428699542219,0.03405428699542219,0.03405428699542219,0.0023822714803386114,0.02594439723738518,0.0259518071309978,125.40697592375386,125.63692249424872,0.002212350960762516,1.0,1.0,fiber_incremental_liquid_weight
43,validation,3232.0,0,0.05136039882237917,0.05136039882237917,0.05136039882237917,0.042505968720158396,0.0391553694349226,0.0391575287355519,170.43234125964858,170.5265455636215,0.0165396731554826,1.0,1.0,fiber_incremental_liquid_weight
43,validation,3232.0,1,0.055465966477055595,0.055465966477055595,0.055465966477055595,0.003399920107403327,0.0423846046789166,0.04238890620729028,177.37867446554125,177.47671826664245,0.0007154690206273634,1.0,1.0,fiber_incremental_liquid_weight
43,validation,3232.0,2,0.08747038473598236,0.08747038473598236,0.08747038473598236,0.060491893656354837,0.0784292859730997,0.07843498697656476,231.0251421416456,231.15283834387373,0.01496880764329449,1.0,1.0,fiber_incremental_liquid_weight
43,validation,3232.0,3,0.7228618713522835,0.7228618713522835,0.7228618713522835,0.8642573848596802,0.7722057336391704,0.7721876447578249,850.2205807126885,850.6905293001312,0.9604820112422873,1.0,1.0,fiber_incremental_liquid_weight
43,validation,3232.0,4,0.05098064761586958,0.05098064761586958,0.05098064761586958,0.02726246768177888,0.04450784424828215,0.044511422685606136,166.88023450215377,166.97247542439854,0.006758611326991748,1.0,1.0,fiber_incremental_liquid_weight
43,validation,3232.0,5,0.03186073099642972,0.03186073099642972,0.03186073099642972,0.00208236497462433,0.023317162025608518,0.023319510637162037,126.43014476844118,126.50002741924024,0.0005354276113165203,1.0,1.0,fiber_incremental_liquid_weight
44,validation,3307.0,0,0.048154978783761196,0.048154978783761196,0.048154978783761196,0.03748275438333879,0.03596926922787325,0.03596907085214153,171.3860492565653,171.37160766088635,0.003347487262582534,1.0,1.0,fiber_incremental_liquid_weight
44,validation,3307.0,1,0.052019907683018896,0.052019907683018896,0.052019907683018896,0.003087175243117519,0.038116290302260485,0.03811602445711686,178.36332153050148,178.34829200514238,0.0001854716235747729,1.0,1.0,fiber_incremental_liquid_weight
44,validation,3307.0,2,0.0831563083620205,0.0831563083620205,0.0831563083620205,0.05560428400940007,0.07175892544370317,0.0717585100544952,234.15231597289676,234.13258546922253,0.004510887464943847,1.0,1.0,fiber_incremental_liquid_weight
44,validation,3307.0,3,0.7386654047438447,0.7386654047438447,0.7386654047438447,0.8768963124184099,0.7926080708708391,0.7926093414440037,900.9999759637733,900.9240545138301,0.9896893421037373,1.0,1.0,fiber_incremental_liquid_weight
44,validation,3307.0,4,0.0481209685476483,0.0481209685476483,0.0481209685476483,0.025046017703360013,0.04054675246118063,0.0405465057766322,168.41573650216554,168.4015451955622,0.0020834459478896008,1.0,1.0,fiber_incremental_liquid_weight
44,validation,3307.0,5,0.029882431879706465,0.029882431879706465,0.029882431879706465,0.0018834562423735894,0.02100069169414333,0.021000547415610357,127.10827807783703,127.09756748402027,0.0001833655972720445,1.0,1.0,fiber_incremental_liquid_weight
45,validation,3383.0,0,0.04537448903047501,0.04537448903047501,0.04537448903047501,0.03748275438333879,0.03398477095478124,0.03399061752532526,172.39518078271323,172.71027391753793,0.003955202657237413,1.0,1.0,fiber_incremental_liquid_weight
45,validation,3383.0,1,0.04901778851522561,0.04901778851522561,0.04901778851522561,0.003087175243117519,0.03606250069996546,0.036068551232713096,179.37956240651238,179.7074211574677,0.004402025142680387,1.0,1.0,fiber_incremental_liquid_weight
45,validation,3383.0,2,0.08694652297379733,0.08694652297379733,0.08694652297379733,0.05560428400940007,0.07952296130867272,0.0795000840147448,250.69046614054164,251.14866250362,0.5046829986367701,1.0,1.0,fiber_incremental_liquid_weight
45,validation,3383.0,3,0.7438054927705124,0.7438054927705124,0.7438054927705124,0.8768963124184099,0.7894893273576433,0.7894985202132585,943.1313571832436,944.8551537217377,0.4012165106306172,1.0,1.0,fiber_incremental_liquid_weight
45,validation,3383.0,4,0.04663497275981898,0.04663497275981898,0.04663497275981898,0.025046017703360013,0.041013172893919224,0.04101179789902792,172.2686836440066,172.5835455752686,0.08210728763713165,1.0,1.0,fiber_incremental_liquid_weight
45,validation,3383.0,5,0.028220733950170784,0.028220733950170784,0.028220733950170784,0.0018834562423735894,0.019927266785018133,0.01993042911493036,128.01583608766057,128.24981543045266,0.0036359752955631218,1.0,1.0,fiber_incremental_liquid_weight
46,validation,3458.0,0,0.04324093766829872,0.04324093766829872,0.04324093766829872,0.03748275438333879,0.03317596117290516,0.03317708081350973,174.28379536668945,174.4039170457602,0.005053922994760333,1.0,1.0,fiber_incremental_liquid_weight
46,validation,3458.0,1,0.04671190816460265,0.04671190816460265,0.04671190816460265,0.003087175243117519,0.035237644151038,0.03523878612618431,181.30984379798335,181.43480804278445,0.005493816288566961,1.0,1.0,fiber_incremental_liquid_weight
46,validation,3458.0,2,0.12126050274877473,0.12126050274877473,0.12126050274877473,0.05560428400940007,0.09421113787429551,0.09419091941876195,318.9451454020812,319.16497207223466,0.8432152489194061,1.0,1.0,fiber_incremental_liquid_weight
46,validation,3458.0,3,0.7126441419866505,0.7126441419866505,0.7126441419866505,0.8768963124184099,0.7761072404086516,0.7761256450041245,953.8662764241952,954.5237099996574,0.08848920938440169,1.0,1.0,fiber_incremental_liquid_weight
46,validation,3458.0,4,0.04898493111996891,0.04898493111996891,0.04898493111996891,0.025046017703360013,0.0416937795543435,0.041692842258082834,184.82184452635758,184.94922934860534,0.05233369812021575,1.0,1.0,fiber_incremental_liquid_weight
46,validation,3458.0,5,0.027157578311704483,0.027157578311704483,0.027157578311704483,0.0018834562423735894,0.019574236838766117,0.019574726379336493,130.3138624384907,130.4036787058572,0.005414104292648901,1.0,1.0,fiber_incremental_liquid_weight
47,validation,3533.0,0,0.0416302438953522,0.0416302438953522,0.0416302438953522,0.035846751225681366,0.03286245494214587,0.032863439251149734,176.75158035004267,177.13296892731063,0.010283018749703566,1.0,1.0,fiber_incremental_liquid_weight
47,validation,3533.0,1,0.04502093109132994,0.04502093109132994,0.04502093109132994,0.004129196828192171,0.03489473981531675,0.034895816166349354,183.97752037605164,184.3745008421191,0.010122381745678134,1.0,1.0,fiber_incremental_liquid_weight
47,validation,3533.0,2,0.14809377625826375,0.14809377625826375,0.14809377625826375,0.08888349278683917,0.10401060092674969,0.10397987999181378,373.5139921119128,374.3199479611286,0.3560738329232191,1.0,1.0,fiber_incremental_liquid_weight
47,validation,3533.0,3,0.6761985148362136,0.6761985148362136,0.6761985148362136,0.8159910864776433,0.7597295384267829,0.7597808337486277,955.7573714709164,957.8196723759313,0.04065806337083447,1.0,1.0,fiber_incremental_liquid_weight
47,validation,3533.0,4,0.0624858130619386,0.0624858130619386,0.0624858130619386,0.0520326998545279,0.048840106393663575,0.04881774613317037,222.10705431175955,222.5863093955183,0.5679760627113977,1.0,1.0,fiber_incremental_liquid_weight
47,validation,3533.0,5,0.026570720856901806,0.026570720856901806,0.026570720856901806,0.003116772827116094,0.019662559495341177,0.019662284708889113,133.48920525581303,133.7772437444779,0.014886640499167141,1.0,1.0,fiber_incremental_liquid_weight
48,validation,3608.0,0,0.04029171334261789,0.04029171334261789,0.04029171334261789,0.03375043237073515,0.03271416513509903,0.032714581942691556,179.94418574381893,180.2877060602853,0.014559206694179472,1.0,1.0,fiber_incremental_liquid_weight
48,validation,3608.0,1,0.043597677343386335,0.043597677343386335,0.043597677343386335,0.0053806659717307624,0.03487077548505861,0.03487084540438791,187.34638235579928,187.70403374803328,0.018163789454209867,1.0,1.0,fiber_incremental_liquid_weight
48,validation,3608.0,2,0.15761963357124087,0.15761963357124087,0.15761963357124087,0.11385807868882213,0.11181061656128541,0.11178875134751927,402.72445550982917,403.49327186159746,0.25089874268343926,1.0,1.0,fiber_incremental_liquid_weight
48,validation,3608.0,3,0.6438715454869512,0.6438715454869512,0.6438715454869512,0.7373627830591991,0.7417925145174491,0.7418427420333149,960.3629224889659,962.196291951237,0.030352815287346437,1.0,1.0,fiber_incremental_liquid_weight
48,validation,3608.0,4,0.0882197326505524,0.0882197326505524,0.0882197326505524,0.10452358490288086,0.059002180216284776,0.05897374293885377,283.7161689633311,284.2577939552475,0.6683996299592412,1.0,1.0,fiber_incremental_liquid_weight
48,validation,3608.0,5,0.026399697605251276,0.026399697605251276,0.026399697605251276,0.00512445500663214,0.019809748084823112,0.01980933633323259,137.9492362360142,138.21258659152693,0.017625815921583805,1.0,1.0,fiber_incremental_liquid_weight
49,validation,3683.0,0,0.03908834539619835,0.03908834539619835,0.03908834539619835,0.03207327312296717,0.0323379941871474,0.03233883628485584,183.32570927905064,183.63996601108593,0.012805631342875948,1.0,1.0,fiber_incremental_liquid_weight
49,validation,3683.0,1,0.04241354157161569,0.04241354157161569,0.04241354157161569,0.006719856096427692,0.0346785816304523,0.03467901155649492,191.1726440974748,191.5003520366661,0.01817160751070969,1.0,1.0,fiber_incremental_liquid_weight
49,validation,3683.0,2,0.16667921764607702,0.16667921764607702,0.16667921764607702,0.1352338475756416,0.12263460256091734,0.12261034986996218,432.2530105381703,432.99397818007037,0.3882220255240769,1.0,1.0,fiber_incremental_liquid_weight
49,validation,3683.0,3,0.6141238297569804,0.6141238297569804,0.6141238297569804,0.6718963532128898,0.7205122800780905,0.7205599776807549,965.7496608169548,967.4051478382027,0.031045437932678388,1.0,1.0,fiber_incremental_liquid_weight
49,validation,3683.0,4,0.11125249871177141,0.11125249871177141,0.11125249871177141,0.14686921327930685,0.06987789806752792,0.06985351500166612,338.45077397017855,339.03094591987934,0.5289640819712941,1.0,1.0,fiber_incremental_liquid_weight
49,validation,3683.0,5,0.026442566917357097,0.026442566917357097,0.026442566917357097,0.007207456712766829,0.0199586434758644,0.019958309606266118,143.17223486705564,143.41766055679904,0.02079121571836506,1.0,1.0,fiber_incremental_liquid_weight
50,validation,3758.0,0,0.037842353921995024,0.037842353921995024,0.037842353921995024,0.03012734443437114,0.031910205015506794,0.03191061658180138,186.26495368054432,186.35169223942952,0.013966802395453322,1.0,1.0,fiber_incremental_liquid_weight
50,validation,3758.0,1,0.04108745150770456,0.04108745150770456,0.04108745150770456,0.007562916719264624,0.03426673138361614,0.0342671272497958,194.29492433314905,194.38540223251954,0.015427309815998366,1.0,1.0,fiber_incremental_liquid_weight
50,validation,3758.0,2,0.17749698290411495,0.17749698290411495,0.17749698290411495,0.16138717068897587,0.13141628578972245,0.1314078304420238,465.2676642156012,465.4843268023761,0.2959068425004749,1.0,1.0,fiber_incremental_liquid_weight
50,validation,3758.0,3,0.5862420594096972,0.5862420594096972,0.5862420594096972,0.6054131904199039,0.6993338006943512,0.6993541817995934,970.6021181231018,971.0541013186165,0.03924013933945721,1.0,1.0,fiber_incremental_liquid_weight
50,validation,3758.0,4,0.13088496738862906,0.13088496738862906,0.13088496738862906,0.1862077638409132,0.0825612637394587,0.08254906192070531,386.7264378157168,386.9065258743457,0.5894228664777313,1.0,1.0,fiber_incremental_liquid_weight
50,validation,3758.0,5,0.026446184867859185,0.026446184867859185,0.026446184867859185,0.00930161389657138,0.02051171337734463,0.020511182006080403,148.2728509708292,148.3418976334508,0.04603603947088504,1.0,1.0,fiber_incremental_liquid_weight
51,validation,3834.0,0,0.03674008524684902,0.03674008524684902,0.03674008524684902,0.028271737885830255,0.03165467844963819,0.03165486256870039,189.1405177015534,189.16536236802142,0.022905889787072115,1.0,1.0,fiber_incremental_liquid_weight
51,validation,3834.0,1,0.04003975721209973,0.04003975721209973,0.04003975721209973,0.00882980179034946,0.03400454587945658,0.03400473477759085,197.724520574775,197.75049279810366,0.023656913404502006,1.0,1.0,fiber_incremental_liquid_weight
51,validation,3834.0,2,0.18613446114774237,0.18613446114774237,0.18613446114774237,0.18478761101311683,0.14027223545822215,0.1402658585032735,495.0427343814844,495.1077610176204,0.3095714189615185,1.0,1.0,fiber_incremental_liquid_weight
51,validation,3834.0,3,0.561177924676011,0.561177924676011,0.561177924676011,0.540700792578136,0.6774954704909558,0.6775111954061641,975.2170103651805,975.3451105821565,0.048281202335011486,1.0,1.0,fiber_incremental_liquid_weight
51,validation,3834.0,4,0.14942192996105894,0.14942192996105894,0.14942192996105894,0.22602574183375257,0.09567664593852651,0.09566720209974501,432.9874967276863,433.044372060755,0.5544102392495941,1.0,1.0,fiber_incremental_liquid_weight
51,validation,3834.0,5,0.02648584175623881,0.02648584175623881,0.02648584175623881,0.011384314898814828,0.020896423783200727,0.020896146644526138,153.33033646842355,153.35047726699645,0.041174336262301936,1.0,1.0,fiber_incremental_liquid_weight
52,validation,3909.0,0,0.03562065499229871,0.03562065499229871,0.03562065499229871,0.026825740593138078,0.03113584948333008,0.03113653961051745,191.47569297753444,191.62292508270528,0.015464077213090392,1.0,1.0,fiber_incremental_liquid_weight
52,validation,3909.0,1,0.03885698278977668,0.03885698278977668,0.03885698278977668,0.009113179707469722,0.033517707619348,0.033518355215126146,200.26538728711134,200.41937808408733,0.01772297729824836,1.0,1.0,fiber_incremental_liquid_weight
52,validation,3909.0,2,0.1925411231598777,0.1925411231598777,0.1925411231598777,0.19906623241336935,0.15042522707230843,0.15041171824824673,521.2037871917346,521.604558326796,0.3903896890279617,1.0,1.0,fiber_incremental_liquid_weight
52,validation,3909.0,3,0.5381077817557631,0.5381077817557631,0.5381077817557631,0.4983368214475692,0.6554358325387183,0.6554651859568023,978.8524495645414,979.6051221600021,0.04161005763322575,1.0,1.0,fiber_incremental_liquid_weight
