episode,step,reward,flow_m3_min,sand_ratio_percent,action_clipped,simulated_pressure_mpa,simulated_half_length_m,bottomhole_pressure_mpa,net_pressure_mpa,posterior_error,abnormal_probability,sand_plug_probability,unsafe,integrated_reward,effectiveness_reward,pressure_safety_penalty,abnormal_risk_penalty,construction_cost_penalty
0,0,-6.368055167862853,13.582666668891907,2.9316744758703996,False,86.23763006687165,1.0025262065537017,86.74526013374329,17.252890200614928,0.13719231390663242,1.0,1.0,False,-6.721755150461638,1.6280768609336755,0.0,8.0,0.34983201139531345
0,1,-6.318088926457566,13.73433333992958,2.9625623478510668,False,86.49935761066676,1.0050719759859357,85.06871522133352,13.638072832000276,0.13473962962230046,1.0,1.0,False,-6.690111666939845,1.6526037037769954,0.0,8.0,0.34271537071683955
0,2,-6.332502534745179,13.876999992728233,2.9856931819536974,False,86.52113157600475,1.0076362981948563,86.81226315200949,17.103394728014237,0.1358911059781273,1.0,1.0,False,-6.704820663882983,1.641088940218727,0.0,8.0,0.34590960410170996
