sequence_index,source_step,time_s,phase,observed_bottomhole_pressure_mpa,prior_bottomhole_pressure_mpa,posterior_bottomhole_pressure_mpa,prior_liquid_tvd,posterior_liquid_tvd,prior_sand_tvd,posterior_sand_tvd,prior_bhp_relative_error,posterior_bhp_relative_error,mean_abs_kalman_gain,posterior_leakoff_fraction,posterior_rate_conservation_error,prior_eprime_gpa,prior_leakoff_m_sqrt_s,prior_viscosity_pa_s,prior_min_stress_mpa,prior_factor_c1,prior_factor_c2,prior_factor_c3,prior_factor_c4,prior_factor_c5,prior_factor_c6,posterior_eprime_gpa,posterior_leakoff_m_sqrt_s,posterior_viscosity_pa_s,posterior_min_stress_mpa,posterior_factor_c1,posterior_factor_c2,posterior_factor_c3,posterior_factor_c4,posterior_factor_c5,posterior_factor_c6,posterior_all_observations_within_15_percent,step_compute_ms
43,3232,3232.0,validation,103.01546613871864,97.54952314672663,97.49958453715688,0.06259214538582496,0.06596626606201914,0.0858048801277541,0.06493156666260137,0.053059440459471155,0.05354420853791196,0.2287119174980977,0.8499999999999999,0.0,69.1769023291911,1.5227026808466342e-05,0.25288409815097207,89.74124062014609,2.560408205507691,2.588197001955248,2.484489118489093,1.836652236290693,0.2395762073158693,0.283725052092338,69.5635187690115,1.5596817767767583e-05,0.24501773706015384,89.71208053512164,2.578138594300905,2.6005499455672876,2.511951495130622,1.826323836359228,0.21603566414934114,0.2779480372787205,True,39.082800001779106
44,3307,3307.0,validation,103.18717093081497,97.51449738721341,97.41315916796657,0.07597597620724073,0.06601432264862715,0.07046784821408299,0.05591250650640564,0.05497460093566264,0.05595668250968686,0.2280043349982501,0.8499999999999998,1.3546784239768282e-16,69.41042177931165,1.5616993543024387e-05,0.24504051881418462,89.66039828634005,2.57636378506634,2.598466338980027,2.5234031355995907,1.8300331412144637,0.20881834712054992,0.28571665612162345,68.59513794594733,1.569374915269039e-05,0.23449543463094577,89.6712935386457,2.589978140671805,2.607355412557311,2.5488228542361364,1.9956156196819428,0.22155580922487123,0.2928254796762754,True,41.253600000345614
45,3383,3383.0,validation,104.7963789899507,97.56777057253129,97.56365174412142,0.07458525476892007,0.07605035605553086,0.058075698160767394,0.06089078301747544,0.06897765444846703,0.06901695760425895,0.24272735472590973,0.85,1.302989874894924e-16,68.60360656179971,1.566156312958036e-05,0.23404346520241037,89.63614235351203,2.5855248429773923,2.6001978638941465,2.5572888039024515,1.9938017823158856,0.22184842297726085,0.29734408214782176,68.16988788845165,1.6018078898845758e-05,0.23652130933383295,89.71280709528469,2.6366757351807544,2.6551984157858106,2.597972560686587,1.9177053373373916,0.20906155270574053,0.2715214316214822,True,48.422100000607315
46,3458,3458.0,validation,104.1877276246926,97.74532641292333,97.68517688216227,0.08275544728616388,0.06958967487432562,0.06276966229270639,0.0468287924749517,0.061834549602389155,0.06241186837238612,0.25824648026117686,0.85,1.2577178142592724e-16,68.2042302673706,1.6015523913283472e-05,0.2361232206089056,89.66854496918032,2.635891757410366,2.6436427241517526,2.5928968357165756,1.9257237760261796,0.21219983018324767,0.27978388883322663,67.71525730200824,1.6184888568235768e-05,0.22649461386305603,89.59875248401667,2.6478095356691838,2.64918153583302,2.589056078689987,2.0356035030639332,0.2300583893761371,0.2673401320946213,True,43.386800003645476
47,3533,3533.0,validation,103.42647909152532,97.88342815624067,98.46671158768021,0.0986626789884782,0.0601739433392815,0.07912649555693849,0.03593422213608572,0.053594118101800946,0.047954523323336384,0.23895037953758946,0.8500000000000001,0.0,67.70392218438505,1.6192599740621267e-05,0.2266757638605026,89.58043114757432,2.6493524685978995,2.652251575247268,2.590573258512721,2.0359488101498378,0.23630509555621687,0.28143048389996667,67.48560151523837,1.641729456561381e-05,0.2298302886716428,89.65752794484725,2.6653586661787916,2.6856705202012545,2.5690190485772653,1.9840735041320599,0.2752812477473994,0.24529495337475982,True,43.66509999817936
48,3608,3608.0,validation,102.24682501117016,98.5718205727126,99.23183873461363,0.07709122632310407,0.05134587443230469,0.1044865520955002,0.03246066282113329,0.03594247975969992,0.02948733397078246,0.25196843530024277,0.8499999999999999,1.1807533381585883e-16,67.50810649898328,1.6383293778241326e-05,0.22949279033900735,89.63466219333233,2.6706520492339667,2.693784324182999,2.5762131725968094,1.9845668074894458,0.273123799380896,0.24786553287493926,67.57025303720067,1.6661237261767943e-05,0.23913310727513123,89.62335852087047,2.6477005061349783,2.6806790721372544,2.5197251192344337,1.9422621670863018,0.3636078957845067,0.23153697159072778,True,41.70049999811454
49,3683,3683.0,validation,101.40751685045981,99.34767710884014,99.84976995655893,0.05575865177086751,0.04847408599845064,0.09053241912642847,0.032639762016463916,0.02031249561762964,0.015361256663034251,0.26039125215216646,0.85,1.1457821159355332e-16,67.55923431627902,1.6677269119118866e-05,0.23907420539107105,89.59824458925412,2.649813630676258,2.679436487903533,2.5235176985131114,1.9413891605994178,0.3620962724100521,0.23331479396314667,67.25107506163411,1.6833186031394793e-05,0.2389602078157645,89.70973580295316,2.6864747542803196,2.686952584546366,2.5060036191439035,1.8885729407335612,0.42699215679503627,0.2207784885052025,True,47.26459999801591
50,3758,3758.0,validation,102.25728429966436,100.08534053274082,100.60562271712634,0.05094619619164774,0.04133263680877584,0.06689653895587527,0.01964250942172301,0.021239990694048545,0.01615201884002553,0.2578101077204018,0.8499999999999999,1.1129642787440794e-16,67.20230155721131,1.679695737848613e-05,0.2389209697502017,89.68869793918661,2.684595764300127,2.6949476222388893,2.4973183314667238,1.8874653343896486,0.43564838998813327,0.2264187527845896,66.92792780475618,1.7113233000130163e-05,0.24086668739986275,89.73966443042747,2.6707983358360554,2.676741832006483,2.454833902295847,1.9475432280722305,0.49479135851956657,0.20848898866119422,True,38.05560000182595
51,3834,3834.0,validation,102.5313061317029,100.75198800518389,100.82555907907474,0.04004779798396926,0.037664420471824965,0.07985082434069729,0.049875633955023986,0.017353900907430716,0.016636353490290204,0.2523093962500976,0.8499999999999999,0.0,66.85301512747,1.707465152200946e-05,0.2404956294163729,89.6896927823474,2.6664397228921684,2.680178033695136,2.4495733901259342,1.9469096403205308,0.49556707760680363,0.21818457986362041,66.80747555368339,1.737824652584107e-05,0.23880015970688626,89.71438177499246,2.6445426043469475,2.6376864814297467,2.395391334424731,1.951261047844629,0.558121114680801,0.20764232994662069,True,41.139499997370876
52,3909,3909.0,validation,100.36490551019986,101.06084384320548,101.06768895784005,0.057133678271267224,0.04827415633464545,0.08367975710839744,0.06133038678724178,0.00693408048827274,0.007002282760768047,0.24631137564121114,0.8499999999999998,2.1112763715498384e-16,66.787723477928,1.73867748550444e-05,0.23925077375926268,89.68429414720705,2.638752630546137,2.6359172812776204,2.4000890310928726,1.9540281273946882,0.5625013112917554,0.203479044208119,66.90594279847404,1.7376014420185302e-05,0.23675354017064576,89.6539942936397,2.621198760268574,2.6405286102713035,2.360488736971876,1.9246085563333277,0.6119227620236846,0.20293293106033655,True,41.82840000430588
53,3984,3984.0,validation,89.45980860743784,101.33853333107295,101.16808352933442,0.06456452193109428,0.057017662737099684,0.0526404759962208,0.05771449862894824,0.13278280949337398,0.13087748681951844,0.24568877779670342,0.85,2.0615241463163947e-16,66.85812718187816,1.7389221548251335e-05,0.2364700533613811,89.62558158861448,2.624641976491732,2.6432213870785337,2.352018843586142,1.9237350131172437,0.6091334940762863,0.21193672607466063,66.75415466047852,1.7354436996809626e-05,0.23349203717986106,89.56211256227832,2.669810006594566,2.639846263722748,2.358372644336958,1.8963345265453442,0.6463730419620081,0.1961919754531598,True,57.23120000038762
54,4059,4059.0,validation,95.51122579374835,101.37079762730467,101.49294476818216,0.07698415445097449,0.053670112314940094,0.06200700620217103,0.050682544332156784,0.061349561633831026,0.06262843895806575,0.2305172175590967,0.85,2.015785135526395e-16,66.73638674449919,1.74000343184694e-05,0.23330578175873953,89.55952350553271,2.669624451439348,2.6359518713824026,2.357955184657712,1.9039810365192353,0.6587193642641831,0.1964764450229497,66.80991866106366,1.742387388439222e-05,0.2325041425522005,89.49022941851084,2.683645626212978,2.65005776421248,2.3190814681702663,1.8854217522521786,0.710064460501232,0.19459386323480982,True,40.22640000039246
55,4134,4134.0,validation,100.1192418686407,101.84425627754914,101.81732474894908,0.06273388870518394,0.06176167666317346,0.05732602982222862,0.08029510364457973,0.017229599193047267,0.016960604661153046,0.2748930416677753,0.8500000000000002,0.0,66.91699694258976,1.7388685760236828e-05,0.23315953314590218,89.50992764759131,2.690395391116878,2.642183916595043,2.314569670084065,1.8854954231430434,0.7129845786605148,0.19749248045042858,67.17451608312346,1.75014066302647e-05,0.23524936132994279,89.48294797543521,2.6687751107362705,2.620292224065628,2.282105269450293,1.8706882560491505,0.7868802992466483,0.19077292340113539,True,44.96769999968819
56,4209,4209.0,validation,99.66930063222283,102.03247090034232,101.89504896681953,0.07969721238615296,0.0820184788483351,0.10196806595283579,0.1309491794834742,0.023710111871252385,0.022331332922758795,0.2605470799345878,0.85,0.0,67.19492455163102,1.7494356833785392e-05,0.23493700213448032,89.4574270001633,2.6697270396173445,2.6159781753011426,2.280364060488831,1.8785498596413446,0.7756618624932915,0.20335782751335066,67.27710122103608,1.7612461330155057e-05,0.23352072308301436,89.42193986847772,2.668811497379422,2.601461241111684,2.264787693461739,1.8817752360352995,0.8347253150452949,0.19472260587728962,True,61.22010000399314
57,4285,4285.0,validation,100.55802129793301,102.0858885195871,102.1430152183735,0.09641851694332722,0.08250304849665296,0.15573425338156532,0.14271121029087228,0.015193887090591517,0.01576198397683742,0.2630051038841917,0.8499999999999998,1.8957760378524794e-16,67.19826444557509,1.7618016175596147e-05,0.23395818492029163,89.38501912007898,2.667941514727599,2.602761133938457,2.26480144912461,1.876052594289745,0.8288413584418169,0.19725323100663808,67.06871367635995,1.7687563930642697e-05,0.23439484719140113,89.32821635840989,2.673256809737444,2.614732455601342,2.2535630022089403,1.8947129303316714,0.8777827979675003,0.19054116929962117,True,52.27730000478914
58,4360,4360.0,validation,103.82740036199047,102.37000685377942,102.58396661685545,0.09753440813409153,0.07609738621187342,0.17821222155293087,0.13507373599221784,0.014036694582835605,0.011975969164207474,0.21848345084526286,0.85,1.8586019866456325e-16,67.08663149997362,1.7663936633916297e-05,0.23445622590091353,89.32003900806731,2.667292655938429,2.613544480594631,2.253460059615667,1.8962247959269065,0.8811157947555447,0.1958749798523027,66.99757043987374,1.7666861739977688e-05,0.23410903840866762,89.27468174812735,2.671333221526665,2.6338553000556475,2.239541545526045,1.9189307107162112,0.9059890269585039,0.19372352120997327,True,48.294200001691934
59,4435,4435.0,validation,105.75319425776365,102.7825734128982,103.01269568224592,0.09400592334505183,0.08050276118631916,0.16513501621259305,0.146148246855612,0.028090128773083076,0.02591409739206573,0.25482219860145955,0.8499999999999999,0.0,67.02317835404467,1.7660566518620007e-05,0.2338432161517599,89.27937083625983,2.6725578188435004,2.62965942686124,2.236119472244444,1.9117796130152944,0.9061272515131417,0.20259004567717268,66.96541893751049,1.7671610545650354e-05,0.2348525670496378,89.34631990683819,2.657163975751598,2.6182498368974256,2.212689941590525,1.9145255908629233,0.9406560862260113,0.1999225606874013,True,52.40250000497326
