sequence_index,source_step,time_s,phase,observed_bottomhole_pressure_mpa,prior_bottomhole_pressure_mpa,posterior_bottomhole_pressure_mpa,prior_liquid_tvd,posterior_liquid_tvd,prior_sand_tvd,posterior_sand_tvd,prior_bhp_relative_error,posterior_bhp_relative_error,mean_abs_kalman_gain,posterior_leakoff_fraction,posterior_rate_conservation_error,prior_eprime_gpa,prior_leakoff_m_sqrt_s,prior_viscosity_pa_s,prior_min_stress_mpa,prior_factor_c1,prior_factor_c2,prior_factor_c3,prior_factor_c4,prior_factor_c5,prior_factor_c6,posterior_eprime_gpa,posterior_leakoff_m_sqrt_s,posterior_viscosity_pa_s,posterior_min_stress_mpa,posterior_factor_c1,posterior_factor_c2,posterior_factor_c3,posterior_factor_c4,posterior_factor_c5,posterior_factor_c6,posterior_all_observations_within_15_percent,step_compute_ms
10,752,752.0,calibration,91.36897654489174,85.59511939246612,86.05507359244758,0.03399266687102208,0.03099449704903995,0.039010407606213285,0.030697765128754342,0.06319275284416465,0.05815872250504313,0.370416891286691,0.3724072779658624,0.0,39.59094950995135,6.5366021961622815e-06,0.12796820262004668,82.86138542726393,1.07174966207261,0.9757002775388056,0.9609547239743507,0.8937675286101794,0.9797931290001402,0.999035552260665,39.46869583485144,6.313886880386312e-06,0.12941823790575044,83.36493373573784,1.0852617415005397,0.9737815767595036,0.9602559672427827,0.8821328994298064,0.9718354161770814,1.011292091400683,True,35.8157000009669
11,827,827.0,calibration,91.49484134400392,86.22815165286556,86.60405306478425,0.030108027824920655,0.03233120657511605,0.03402698527764682,0.0379775443449616,0.05756269548942722,0.053454251708368906,0.3600646534645437,0.35227099885277857,0.0,39.48221218425466,6.312426949725587e-06,0.12913685219909515,83.37680473795807,1.082589966862172,0.9809562742099537,0.9649462368733435,0.8930670648562952,0.9716558736023313,1.015565672336462,39.92095453742782,6.430568868365501e-06,0.13017908218070684,83.70442736877423,1.0882086251660286,0.980309808687016,0.9662743822543631,0.8926703345893338,0.9730726063572277,1.013227452527629,True,36.04230000200914
12,902,902.0,calibration,90.62282382818921,86.82954800675631,87.15419784640949,0.026847407616592628,0.026527950431312175,0.03610312494326258,0.034771530324555044,0.04185784177973232,0.03827541269687041,0.34767843782574287,0.3520420522975115,0.0,39.93764938731753,6.427740020302546e-06,0.13032101762298998,83.70600521367489,1.082336739736868,0.979707039568461,0.9559982802313642,0.8896416507120303,0.9704119014748943,1.009325020651985,40.130762958923796,6.487599103327903e-06,0.13120902801221504,84.02369126806707,1.0917173736201176,0.9839613104815488,0.9541694553200577,0.8962197650747027,0.9694266215293216,1.0081611163624438,True,36.40300000552088
13,977,977.0,calibration,88.14932246453648,87.43313958462157,87.52128449112172,0.018679499504771893,0.01963146572277577,0.03201614886344152,0.0240481656261142,0.008124655526456706,0.007124705622864318,0.30981671559246504,0.36051639262014434,0.0,40.17297234273614,6.504062738862776e-06,0.13122913782668708,84.0497099440683,1.0849744854914267,0.9859367497260635,0.9566991479844642,0.8950592492305134,0.9721532338984897,1.0088627047890322,40.16063815812664,6.508753912036182e-06,0.13056738149543698,84.13538833127312,1.0960665847405762,0.986701158104774,0.9613921961921383,0.9070252330688761,0.9689615112085558,1.0057568160199908,True,36.67810000479221
14,1052,1052.0,calibration,87.13422008993895,87.70650226411156,87.6101411949041,0.02501605882677839,0.02696983627230301,0.01727371694842017,0.010904890517850721,0.006567823451933241,0.0054619310814271625,0.3032074194128856,0.38763636414176106,1.48032228211099e-16,40.15547436993263,6.514249358944761e-06,0.13074048247886103,84.13376736019003,1.0988715670761773,0.9874339744472312,0.9598712250954249,0.9181991015339797,0.9793541310276522,1.0143740846754747,40.109895482007595,6.460549967018414e-06,0.13073701686186776,84.07687046648512,1.0909380747941684,0.9864819579256292,0.9613467166944402,0.9316474538179599,0.9770584260803811,1.0043785840901511,True,36.05260000040289
15,1128,1128.0,calibration,86.99380358506943,87.8242499175334,87.86461953018224,0.025613792960416062,0.02502607780484649,0.011128573503363492,0.008348369345527185,0.009546040042402422,0.010010091629816564,0.3442298209311442,0.38573429039267415,1.3753098896865386e-16,40.186880470873156,6.466684258610455e-06,0.1308371107323769,84.102066641069,1.0827044058624227,0.9784324118955142,0.9657774730034215,0.9317958787842017,0.9735179987748073,1.0081781243711114,40.21515470049004,6.525551687069626e-06,0.13033222895885568,84.10746164909854,1.0820484886386448,0.9731972678396684,0.9695967090496637,0.9496260813236302,0.9864205998610243,0.9998390511744631,True,36.499100002401974
16,1203,1203.0,calibration,96.58229352472415,88.04586277891593,88.63445705298548,0.02417049846925673,0.024000263531645458,0.008880429969328987,0.0108910711800633,0.08838504900096386,0.08229082352143664,0.31614842665939763,0.3845932902900463,0.0,40.21293912468114,6.536934287006845e-06,0.1306126982895592,84.11321557381186,1.0739212369587499,0.9657609765302396,0.9684562124341404,0.9447893959873981,0.9928137410939719,1.0086073763971473,40.87962569761036,6.566384400957719e-06,0.1331475965619191,84.6164028822805,1.0776419875708079,0.9740559775235335,0.9775062252064205,0.9544432445865336,0.9860933813622187,1.0227612370429748,True,35.93919999548234
17,1278,1278.0,calibration,107.24208140125525,88.79270553974268,89.74192405632476,0.026184137059742443,0.028117274053311617,0.010234568257415116,0.015216556313910973,0.17203485441953217,0.16318367861075148,0.3247168853140547,0.40765024122990456,0.0,40.90407281952891,6.579375960396692e-06,0.1333013321684443,84.60030844108677,1.0724134374283796,0.9783934086731274,0.9875534499688947,0.9473719892660589,0.9838839254969207,1.0143257077566614,42.09705241331387,6.4229310820886495e-06,0.1382250493885932,85.51768836864328,1.0823114155053242,1.0068664773383538,1.0187160112734719,0.9657720519250347,0.9542901920049617,1.0281603861092432,False,37.401800000225194
18,1353,1353.0,calibration,116.99980088763789,89.9265977533269,91.57039407120074,0.026193288478787782,0.026622771888974897,0.016480115016103275,0.020922288050162968,0.23139529237584813,0.21734572728767784,0.32818064157002463,0.4014835875371021,0.0,42.10215310750346,6.430666052686566e-06,0.1381773008627177,85.53998951068004,1.0752598995407372,1.0077240779534078,1.022040199877953,0.9801147956935113,0.9503618963004333,1.019108713391325,43.342273954159275,6.45649580780463e-06,0.14474221290199032,87.01513437949598,1.1037932616205486,1.046842396170541,1.0807215997914177,1.0002147409958968,0.9313952575413091,1.0549394844675455,False,36.453399996389635
19,1428,1428.0,calibration,116.37108809042581,91.75480643491267,93.12513549744077,0.024383933564076768,0.02438167766595549,0.021215572845673117,0.022474953317454083,0.21153262429225667,0.19975711299461124,0.3611233616909754,0.4051720367264755,0.0,43.32354858010233,6.459937063351457e-06,0.1449193350215546,87.03941961305058,1.1004773708119382,1.0517542381924059,1.0781710792575712,1.0073412969820894,0.925335055638923,1.0590937567522571,44.68267929219622,6.386739330966487e-06,0.1510094386276327,88.27997891712887,1.127754560451105,1.073452991785336,1.1394942243911073,1.0024832387906804,0.9084000197709561,1.1025414832491454,False,35.90000000258442
20,1503,1503.0,calibration,119.45890727542164,93.28872153918863,94.30242542117057,0.02094006420413118,0.021104250077252668,0.021111494590462257,0.020200262683141804,0.21907270318399655,0.2105869074815064,0.3251002150921869,0.41198962197644473,0.0,44.62494233234501,6.3980940656807e-06,0.1507294827651573,88.28738828237606,1.1281442777336868,1.0731176196468784,1.1490777193207125,1.008250617884383,0.920016329811818,1.109883482683385,46.48188427229813,6.27318026617787e-06,0.1567804285900567,89.15075043280515,1.1534639039350931,1.088169595387948,1.2009607915078808,1.025777231186853,0.9074464081987248,1.1520056287660079,False,36.083200000575744
21,1579,1579.0,calibration,114.25844817623198,94.4532196746876,94.9230904955876,0.018823509475152572,0.018809661458813215,0.021968484033360255,0.015720954567290585,0.17333710388746779,0.16922475308628002,0.36462302024483934,0.4072050701607935,0.0,46.55051008625622,6.278107646038204e-06,0.15627458964657323,89.13069327327372,1.1558379015562863,1.0874073648901992,1.201501525409438,1.0288095774293018,0.903262224598008,1.1568631482941882,47.91371106594471,6.262665310718045e-06,0.1596980528296237,89.45540897052275,1.1810315673996785,1.0789789349367693,1.2445367937983003,1.0278995108324878,0.9343024957032113,1.1696137022638189,False,35.98509999574162
22,1654,1654.0,calibration,116.00325949238302,95.05157752968785,95.53797658239398,0.01830717019313735,0.02054569121444244,0.017285406705572687,0.019150398377976052,0.1806128729001007,0.17641989543692804,0.3403794382099269,0.38497218805855193,0.0,47.91105636377741,6.271890603950374e-06,0.16002517042913142,89.4204888129591,1.179131053148702,1.0677159010877335,1.241492228242582,1.0306038665505008,0.9258230941367372,1.1697631052231414,49.88092512792283,6.334571994173089e-06,0.16321931372095633,89.59966071321325,1.1745773876003274,1.0745062197957438,1.2772492098012718,1.0198053186927052,0.9267187802931269,1.1817159091796474,False,36.44200000417186
23,1729,1729.0,calibration,113.87687562318254,95.6623247684486,96.05499232835238,0.021404436151639214,0.0182922019552436,0.022984251362841213,0.01573307897180154,0.15994951349917355,0.15650133705637126,0.3346538125932413,0.3743908177818621,2.050052251127047e-16,49.85655108196121,6.321192558900441e-06,0.1632885756688677,89.57151166752875,1.1730200883910116,1.0809230585303362,1.2825956392795448,1.0286122513827325,0.9232468416226625,1.1844276366184938,52.230225254042,6.3107110289139885e-06,0.16611466300472377,89.66992477523489,1.1699010482354806,1.1076129873785727,1.3335404348943276,0.9958818778729821,0.9504419948954108,1.1896338287535244,False,36.35779999603983
24,1804,1804.0,calibration,105.80038972864482,96.16812889668398,96.4346497508041,0.01856918005898954,0.02241598896049532,0.0172141454251295,0.01859396819222789,0.0910418275080603,0.08852273608690688,0.32801219109337404,0.35324651750188363,0.0,52.22384349591929,6.301620147539958e-06,0.16601330108010218,89.63430396558213,1.1682392493837208,1.0964276011770258,1.3359480937685668,1.0045482396529921,0.9522617060406015,1.180822437916636,53.275442811944096,6.361734655448209e-06,0.16743980494344973,89.67157439490147,1.1581043584981294,1.0927624958722242,1.3616583658231103,0.9829799337710506,0.9619841182501435,1.1787315725742054,True,36.67219999624649
25,1879,1879.0,calibration,106.42551135098397,96.55757729989435,96.69823095216259,0.02707409646668392,0.024362426070569418,0.020048845393292658,0.012498645395045013,0.09272150939961996,0.0913998934592053,0.3376766701835532,0.3502787955245722,0.0,53.20476516181365,6.3444831506282164e-06,0.1669612160550164,89.66046526978064,1.1578200268176089,1.0974983155149105,1.3642671219396143,0.9919215592511855,0.9655314712126336,1.1836442701747145,54.32029657497228,6.3435644790256364e-06,0.16795864228258292,89.67460515016737,1.1512997103413114,1.1202671907004178,1.3859778688951232,1.00372208278914,0.9522422164942751,1.1815994145398876,True,35.829100001137704
26,1954,1954.0,calibration,105.5549314201225,96.7991718039234,96.89475140145147,0.03887462747506917,0.04403240697964525,0.013919283213307779,0.018188290470732532,0.08294979209782276,0.08204429581979807,0.3133154836598306,0.3571120790334077,0.0,54.277926331728665,6.3298345217090954e-06,0.16778147736678506,89.63616996516859,1.1551595786369608,1.1231424849117804,1.3805854334228564,0.9992516707218334,0.9499078826906481,1.1795441910624043,55.41871365624068,6.530787001497705e-06,0.1703931528243946,89.656924286913,1.154166505185126,1.1457653976338864,1.3928546885667363,1.041683037234736,0.9658372743196018,1.1416798256424336,True,36.092700000153854
27,2030,2030.0,calibration,106.32361108075354,96.97036711232549,97.08984984866623,0.05853482264742606,0.053999879032868126,0.01894414418493938,0.011069202508122739,0.08796958524409212,0.0868458203989535,0.3042298196939969,0.3594165697928672,1.9147931987364599e-16,55.50879849684511,6.5249624674785335e-06,0.17042010550253173,89.61889209248433,1.1576207476217149,1.1438076635223113,1.4008692839520163,1.042458386573395,0.9645724539277499,1.1449390889860025,56.18806516385862,6.41377765131251e-06,0.17165792752333597,89.65436375024431,1.1938093456372478,1.1747203743521668,1.413908388300503,1.0443967843141755,0.9219186642559255,1.1393717896358073,True,36.88580000016373
28,2105,2105.0,calibration,113.07835560144326,97.17264513819349,97.38448563911744,0.07505432261153436,0.07150805744322615,0.012570649966350655,0.018725398250980657,0.1406609636181052,0.13878756795544978,0.32203945312141047,0.3694709856484877,1.884093150224423e-16,56.179818329584414,6.423123809094169e-06,0.17154875582185783,89.62576029808211,1.1945178225326856,1.1779210808010205,1.421329498847335,1.0432297113427011,0.9225597945285823,1.135593906428585,57.87034079842859,6.499753881298195e-06,0.17378521023052046,89.69611573186172,1.221719682729103,1.230188477192787,1.4401642333827016,1.0549584873752182,0.8884757760260755,1.1394797984342628,True,37.469599999894854
29,2180,2180.0,calibration,104.22447359205373,97.66146044861112,97.52424335683645,0.09134009417440259,0.09790547839648239,0.020307211953184495,0.033882882572723774,0.0629699812073983,0.0642865346717195,0.3039397125266258,0.38772135403538355,1.7996366592068908e-16,57.85407353570179,6.487943564003366e-06,0.17343978764721202,89.68037697300092,1.2253904380979108,1.2350124167086278,1.4420999063312725,1.0518356719743702,0.8842575372216305,1.142268119938966,58.09266246336203,6.783811482299452e-06,0.1752556565223807,89.66725084940597,1.2347721815977881,1.2308988000742842,1.4100800639944953,1.1018999518411052,0.8802613147088442,1.1464037905886346,True,36.57940000266535
30,2255,2255.0,calibration,104.73361108075558,97.94560462092026,98.14604190247799,0.128820836807871,0.12467202316495753,0.035805632114169705,0.038772478852153555,0.06481211131545322,0.0628983294884982,0.3169620903171549,0.3754341514492497,1.6820608365154473e-16,58.150870735449274,6.777171159830106e-06,0.17519481787300634,89.64272468060366,1.2333173637253827,1.2353345947217076,1.41173280697154,1.101500315917133,0.876919819453795,1.1399366652999745,59.03549928585562,6.7539803055509145e-06,0.18197343547473505,89.63882040992898,1.2683050743567783,1.2547826381691811,1.4168409727960758,1.0734215930553763,0.8576266608875416,1.1234624990146302,True,36.878999999316875
31,2330,2330.0,calibration,103.6548195116943,98.64341414911989,98.59987676272519,0.15725005928454527,0.16292286166011083,0.04094279783755096,0.07112312877895094,0.04834705599008855,0.04876707877918609,0.3188708475489754,0.39654509977295127,0.0,59.06922957348338,6.740134979713307e-06,0.18162207736089775,89.60321914142911,1.267979260672246,1.2520073700831142,1.4104531013827497,1.074995528564056,0.8572620225931356,1.1238367448417383,60.67850578641659,7.137012529433886e-06,0.19064319546222686,89.53817838535423,1.2222306667080656,1.2185338167070563,1.38518609470366,1.1888780595398682,0.805295712840474,1.1611519399897348,False,37.836999996216036
32,2405,2405.0,calibration,103.5099924715167,99.14082182074638,99.54685343027656,0.20982979544193872,0.20212478577245135,0.07421222060690144,0.07398112645908558,0.04221013398269349,0.03828750197552854,0.3119807545698926,0.3927224053900974,1.4470817178914757e-16,60.608386476734395,7.14443302296668e-06,0.1906309429188265,89.54443179398159,1.2177974985828621,1.2158371988674004,1.383737961478597,1.1923829872927831,0.7864704545584222,1.1584291767687103,62.76538958646809,7.34529038375963e-06,0.2009375798866417,89.61332423226743,1.2618279359439177,1.2745617593236354,1.3249905137187057,1.0621155813996965,0.8282262024437141,1.1689815510364083,False,36.346200002299156
33,2481,2481.0,calibration,105.30361108075557,100.1039147306104,99.22846857770708,0.2522750554042779,0.3183388734692113,0.0732837884696039,0.2358365768536526,0.049378139047459774,0.05769168256147998,0.36786192528101114,0.5265579918225998,1.351668698173998e-16,62.763496237901286,7.368876844256643e-06,0.20102957939056482,89.62989112482987,1.2575494072912683,1.2728579233853698,1.3356678927038463,1.0653523772136217,0.8233631601034161,1.1631183284245274,66.3946226090152,9.345724169317615e-06,0.22086496673124395,89.70842785353328,1.2907879327046776,1.3987610330339082,1.5998812545375436,1.3673414128309849,0.8579321677101631,1.1040654739543718,False,39.10809999797493
34,2556,2556.0,calibration,105.00740036199866,99.70037531592563,99.8543427553443,0.34680388327391726,0.3117228848478056,0.22096400621276058,0.21359750745117373,0.05053953366884422,0.049073280443948666,0.385096080206224,0.5143076541766572,0.0,66.32763730242473,9.36744117470844e-06,0.22054495740174143,89.64302135705897,1.2949721982179339,1.3953781320627514,1.600987073424999,1.3649313941044237,0.8462343673855934,1.097659388545025,67.64857041645126,8.91448946644552e-06,0.2125372886920737,89.6630989441737,1.4439876692165037,1.6840116033398134,1.5909540209316855,0.8879125926653502,0.8893024668786685,1.0589962308795264,False,39.958800000022165
35,2631,2631.0,calibration,102.95809220128423,100.53691920969779,99.48055637649736,0.3576282907055549,0.3636891081651241,0.19998252981557393,0.20276744372533062,0.02351610193837921,0.03377622633088663,0.3727357609818441,0.5967205320992239,1.1822281933162457e-16,67.52662041735782,8.910405406006296e-06,0.21279677684464918,89.63910906341827,1.43253018284148,1.680051062746251,1.5893089467256951,0.8892357377140718,0.8867888765489056,1.0566776664779896,68.20649815405163,1.0212795004382799e-05,0.25217688362081603,89.56447948506955,1.86131740162404,2.062500491510314,1.7642324298203982,1.9583472351645346,0.5174331305974647,0.9978423995912732,False,42.43580000184011
36,2706,2706.0,calibration,102.81477429943338,100.17183005374574,98.31681999289913,0.4037284355750268,0.22906490201145233,0.19101779279611633,0.05270539433078335,0.025705879954474695,0.04374813189235433,0.3942475554962,0.7068623564727375,0.0,67.97956527930175,1.023335643239453e-05,0.2518665050771709,89.53689849499825,1.8695819962193452,2.0651662489376843,1.771316351380926,1.9457423077874954,0.521243381150209,1.0011241203802692,69.56115362912212,1.1394932871407509e-05,0.2654272349253707,89.63071581852468,2.4998760947453063,2.298407170255177,2.2080699614912,1.3682833045136513,0.50407497182338,0.5310040835562118,False,45.08000000350876
37,2781,2781.0,calibration,102.00546613872304,99.23827152217649,96.39606571016263,0.29617156845801274,0.0913663117421411,0.08719042021020541,0.1846928486429905,0.02712790521228815,0.054991174893822485,0.3308636224620641,0.8252341192793743,0.0,69.25306868662463,1.140905013523121e-05,0.26582065877429867,89.59453205593768,2.496996503960423,2.300130479509421,2.209611521553973,1.3717824481816048,0.5106084083508994,0.5393147597509381,69.54598131006493,1.2927379983868904e-05,0.2589986305496495,89.69585147845878,2.569328103608016,2.4053722841454626,2.510710252058105,1.6697194345123683,0.31918422540800134,0.45623083980747964,False,41.92429999966407
38,2856,2856.0,calibration,103.14063909854545,97.05172375964581,96.01195179443869,0.13841269242766693,0.07458082894535455,0.2000695365700496,0.15886850593906685,0.05903507474955629,0.0691161831690385,0.22967170832900125,0.8489793403047562,1.8782663569786127e-16,69.31916349225193,1.2956861457787413e-05,0.258822166371422,89.67145605981142,2.5701143274906975,2.4067962454470435,2.5110093196398133,1.680163454767915,0.3263720760007175,0.4581067143553687,69.47120055629196,1.3658316086967093e-05,0.2738599336890369,89.49567977715452,2.535035217212756,2.5686583810919736,2.5227837149546364,1.5993796122487198,0.29713650954981446,0.35069284058726236,False,41.40720000577858
39,2932,2932.0,calibration,102.7951213097277,96.5427610596016,96.6638568600282,0.09302116587477877,0.06853831057704673,0.4960735306272894,0.15978658547810654,0.06082351156809646,0.059645480948708085,0.22477198835735168,0.8500000000000001,1.7497357928307562e-16,69.27163900167335,1.3685744956298028e-05,0.27350471607363636,89.47441045793731,2.5279065875389715,2.558277482703631,2.520898303404548,1.5989980580221554,0.2991487066196653,0.35567028483627144,69.66036200724587,1.4222869547523843e-05,0.2552096587499783,89.96727962379133,2.494467282623245,2.459731191727138,2.409347430043987,1.7393950480175462,0.1985117631875653,0.3609472826726136,False,58.521300001302734
40,3007,3007.0,calibration,102.5840824601481,97.08252350032181,96.85385708184577,0.06773695712225587,0.0536245122636555,0.14001222817177258,0.1013104776604222,0.05362975256871388,0.055858815918428686,0.24061625185721128,0.8499999999999999,1.6442625819564323e-16,69.44802397994705,1.4221860144300346e-05,0.2547891942624489,89.89829997221192,2.4845157518977095,2.4631324004974675,2.402312060146862,1.7539563389616675,0.20430780092487233,0.3623238555170757,69.27394561777244,1.472140311444816e-05,0.2579071685000559,89.86328903828601,2.487997596417013,2.486737001346475,2.4167765794971823,1.729173165398062,0.22837092321105468,0.29986825694579416,True,60.77280000317842
41,3082,3082.0,calibration,103.66581205836346,97.01647707673138,97.0139170184873,0.06077125974468467,0.04931222164291785,0.09109102165741939,0.06807950482696756,0.0641420237743233,0.06416671907350864,0.24930084261276034,0.85,0.0,69.09221952557154,1.4727807540503522e-05,0.25706860134313236,89.8114351730816,2.4922332559153073,2.479333419620296,2.4162531061589076,1.7204761977026464,0.23656538334453212,0.3007047299118359,69.13095972302433,1.518383013139355e-05,0.26493460654094425,89.74665062917344,2.4998517848849606,2.533486505977656,2.4475391801849096,1.7730479608038026,0.23007912481069864,0.27593252954472336,True,56.58640000183368
42,3157,3157.0,validation,104.31546613871865,97.2332693200703,97.35863401304033,0.056378151584803006,0.05496394281594538,0.08094499608480822,0.07337947694855079,0.06789210728570623,0.06669032295198803,0.22648901456869733,0.8500000000000001,0.0,68.9639891142378,1.5181862786801431e-05,0.26450100246224,89.7285070228754,2.497918755406597,2.5300740951216256,2.4375068527616564,1.7642777881461456,0.23102623196528688,0.27334272638363016,69.40166014165294,1.5258009664934313e-05,0.2525264762260044,89.74937725702624,2.562221183867022,2.5866664953913543,2.4891244014505194,1.8288634310357201,0.23441826048919442,0.2868052564320285,True,47.41649999778019
