sequence_index,phase,time_s,cluster_id,observed_liquid_share,prior_liquid_share,posterior_liquid_share,observed_sand_share,prior_sand_share,posterior_sand_share,posterior_half_length_m,posterior_cluster_factor,posterior_sand_transport_factor
4,calibration,301.0,1,0.16751215715857903,0.31206232711080995,0.22014230917801159,0.16666666666666666,0.4091666302899187,0.26111037038892454,2.7066659975700134,0.9563786223078269,1.1577273034727042
4,calibration,301.0,2,0.18362939426276018,0.15088669223688247,0.16040258156494555,0.16666666666666666,0.10385625554613842,0.13061436768561321,3.720483524696781,0.9845989411079937,0.9610822791143595
4,calibration,301.0,3,0.16131401556657415,0.3000607968399166,0.25834945516626867,0.16666666666666666,0.35035734355158354,0.3311292683079801,1.8647104816880413,0.9212711038357541,1.136510029422624
4,calibration,301.0,4,0.16569385525361932,0.12180456239572479,0.1378856799305781,0.16666666666666666,0.09160460369076906,0.12465663729478564,4.125405305983029,0.9980977183823416,1.1684026314915799
4,calibration,301.0,5,0.15560128498639658,0.0882623652761254,0.15561840560361895,0.16666666666666666,0.0381247055922466,0.11714683425533558,3.8345615534776063,0.9873240678063695,0.9047754368859027
5,calibration,376.0,0,0.17108715581829106,0.13785435807475793,0.15320049903085248,0.16666666666666666,0.11707605858322591,0.142556162793328,8.177966699030346,1.0327317550568973,1.0608342538154882
5,calibration,376.0,1,0.17454761314022216,0.17964095863158114,0.17625429532880824,0.16666666666666666,0.2019186627623021,0.19047165396067672,5.414685746026884,0.9342491253270732,1.1326210874478317
5,calibration,376.0,2,0.18384170475341088,0.1630918200682158,0.16631937577419517,0.16666666666666666,0.1443102899843847,0.15208765794389828,6.42410068642401,0.9654479943251342,0.9923462741264646
5,calibration,376.0,3,0.15862127103552198,0.19962557761503924,0.18194042009010278,0.16666666666666666,0.23719075584610555,0.20405957066188252,4.887628764038393,0.9204573011027629,1.153315383873114
5,calibration,376.0,4,0.16402861479205805,0.15541287030537004,0.15937765646501184,0.16666666666666666,0.16161506966720487,0.16654576661607853,7.269650813287578,0.9955419946539286,1.1633958893728369
5,calibration,376.0,5,0.14787364046049598,0.164374415305036,0.16290775331102944,0.16666666666666666,0.13788916315677685,0.14427918802413578,6.833561414873232,0.9791085624345672,0.9731386196389996
6,calibration,451.0,0,0.16880511525931322,0.15816479472083395,0.15927413661488043,0.16666666666666666,0.15042020303390977,0.1514274949080063,11.237694815653132,1.0463595720447212,1.0625335732331187
6,calibration,451.0,1,0.16925930963653063,0.17283280068150508,0.1723734071613371,0.16666666666666666,0.18535730549318274,0.18319870992153917,7.541003728241923,0.9375069737388646,1.1327663108670274
6,calibration,451.0,2,0.18207462169942598,0.16528489841881522,0.16591722123003688,0.16666666666666666,0.1509568528904825,0.15269719456586303,8.942040177491993,0.9736521500767441,1.003633275913403
6,calibration,451.0,3,0.16253128079019435,0.17718571844580266,0.17516519215052084,0.16666666666666666,0.19444100318439403,0.19282843292055862,7.022274196051131,0.925889772855688,1.162050267772999
6,calibration,451.0,4,0.16900165319562893,0.16175882550266993,0.16267428125784947,0.16666666666666666,0.17028364673483629,0.16987591416908376,9.864463750157643,1.000694573972169,1.1523699142772945
6,calibration,451.0,5,0.14832801941890683,0.1647729622303731,0.1645957615853754,0.16666666666666666,0.14854098866319473,0.14997225351494908,9.301118306969904,0.9835871093138601,0.9984157420364345
7,calibration,526.0,0,0.1758539283946649,0.16049596661906593,0.1612438474141119,0.16666666666666666,0.15300399692672859,0.15312172187612885,14.123900362275071,1.0509946613076453,1.0577429351608465
7,calibration,526.0,1,0.1670051990317461,0.17079167576772136,0.16952095362808778,0.16666666666666666,0.18073570567019973,0.17819669347637476,9.82617910890461,0.94243322385426,1.1362099680549562
7,calibration,526.0,2,0.1821083731759141,0.16578003557657492,0.16580579418968083,0.16666666666666666,0.15195704822585707,0.15271531540776329,11.139069860198703,0.9715487307319216,1.0088798336720697
7,calibration,526.0,3,0.1597328321368692,0.17477126391277667,0.17519265986321286,0.16666666666666666,0.1935228191046344,0.19586402789971466,8.262799749651084,0.9129333507019529,1.184801523518049
7,calibration,526.0,4,0.16837943021355586,0.16401127023327253,0.16411807484989216,0.16666666666666666,0.17144081888555218,0.16896739853154982,11.912201034891954,0.9902596705207477,1.1346685773890404
